796, 302
576, 2422
588, 2258
600, 2184
804, 275
612, 1480
792, 323
824, 190
668, 939
808, 196
800, 285
672, 923
680, 914
628, 1157
768, 351
648, 1024
656, 959
620, 1308
788, 327
604, 1691
728, 478
704, 688
644, 1030
716, 550
756, 386
708, 665
732, 452
748, 427
760, 360
720, 524
700, 714
688, 740
696, 726
692, 728
636, 1142
744, 446
684, 913
712, 632
648, 1751
808, 361
796, 425
728, 846
680, 1209
768, 589
720, 913
868, 252
700, 1152
760, 630
612, 2146
828, 300
740, 653
636, 1788
708, 1009
748, 638
652, 1403
784, 489
776, 586
756, 613
772, 574
732, 898
760, 607
752, 630
716, 937
724, 908
740, 869
628, 2358
640, 1957
844, 239
660, 1579
688, 1199
728, 745
704, 1074
716, 945
668, 1429
772, 550
652, 1748
748, 572
680, 1295
744, 680
780, 519
824, 406
664, 1515
696, 1189
676, 1424
720, 869
656, 1591
832, 249
820, 411
776, 527
700, 1148
712, 985
784, 437
