3652, 3088
7457, 962
3472, 1369
3432, 1573
3436, 1473
3448, 1452
3484, 1365
3488, 1280
3468, 1418
3408, 1695
3508, 1167
3520, 1110
3464, 1448
3252, 2464
3100, 3798
3380, 1834
3088, 3820
3240, 2525
3412, 1637
3156, 2828
3416, 1601
3424, 1591
3208, 2608
3200, 2630
3148, 2850
3428, 1578
3168, 2806
3496, 1241
3184, 2640
3248, 2476
3256, 2414
3144, 2904
3260, 2383
3216, 2580
3384, 1724
3232, 2542
3276, 2301
3304, 1880
3132, 3223
3180, 2722
3136, 3115
3176, 2757
3284, 2278
3120, 3401
3652, 962
3572, 1087
3576, 1033
