3632, 395
3624, 427
3548, 734
3120, 6048
3184, 4783
3176, 4960
3344, 1498
3200, 3216
3192, 3445
3196, 3343
3412, 1238
3536, 788
3380, 1290
3444, 1100
3468, 923
3276, 1992
3356, 1417
3268, 2090
3308, 1658
3220, 2451
3256, 2126
3228, 2275
3296, 1923
3304, 1758
3300, 1867
3416, 1179
3208, 2581
3432, 1136
3324, 1656
3372, 1407
3244, 2249
3332, 1655
3204, 3164
3252, 2201
3216, 2549
3464, 1063
3360, 2831
3620, 1118
3564, 1221
3460, 2026
3520, 1478
3224, 5692
3604, 1177
3344, 3176
3440, 2219
3656, 1043
3640, 1117
3308, 3546
3216, 6417
3412, 2339
3236, 4593
3524, 1362
3196, 6783
3400, 2825
3484, 1640
3296, 4102
3452, 2125
3476, 1849
3300, 4078
3356, 3147
3404, 2474
3208, 6644
3280, 4455
3272, 6241
3276, 3994
3312, 3067
3348, 2133
3356, 2107
3396, 1250
3364, 1689
3448, 1031
3468, 688
3428, 1032
3384, 1296
3404, 1200
3408, 1975
3540, 1404
3304, 3664
3252, 4944
3320, 3224
3248, 5336
3208, 5397
3316, 3383
3376, 2688
3552, 1345
3576, 975
3528, 1714
3340, 2994
3392, 2643
3292, 3979
3404, 2576
3424, 1721
3264, 4268
3532, 1622
3228, 5350
3536, 1538
3300, 3796
3148, 6708
