3288, 5989
3264, 6007
3332, 5731
3320, 5808
3380, 1889
3372, 1925
3408, 1812
3396, 1848
3444, 1641
3420, 1780
3488, 783
3428, 1688
3364, 2158
3352, 2250
3452, 1094
3584, 569
3508, 685
3468, 813
3464, 817
3460, 856
3492, 737
3456, 860
3420, 4898
3452, 4362
3528, 2456
3496, 2698
3544, 1619
3492, 3398
3576, 1596
3584, 1277
3484, 3586
3408, 5790
3516, 2473
3540, 2423
3464, 3595
3352, 6478
3456, 4307
3444, 4713
3504, 2144
3496, 2207
3460, 3345
3516, 2212
3380, 6226
3448, 3893
3588, 1561
3456, 3465
3500, 2552
3420, 5700
3424, 5496
3400, 6104
3316, 8380
3428, 4324
3356, 7711
3560, 1684
3596, 1079
3540, 2043
3496, 2912
3468, 3098
3592, 1510
3392, 6176
