2048, 3237
1964, 3880
1952, 3981
2012, 3645
2056, 3166
1960, 3972
2036, 3305
2108, 2423
2024, 3573
1992, 3872
2076, 2883
2176, 2153
2136, 2379
2032, 3439
2180, 2081
2172, 2169
2152, 2232
2160, 2223
2212, 1665
2284, 1380
2424, 854
2216, 1653
2444, 819
2468, 691
2356, 1042
2352, 1054
2312, 1139
2316, 1127
2364, 1006
2292, 1356
2288, 1368
2260, 1433
2264, 1421
2332, 1082
2448, 799
2304, 1168
2300, 1180
2308, 1159
2328, 1094
2344, 1062
2368, 994
2460, 794
2464, 782
2340, 1074
2376, 971
2388, 908
2204, 1794
