848, 512
904, 165
804, 784
812, 764
840, 542
792, 806
900, 194
852, 302
728, 1644
836, 582
896, 259
788, 1041
948, 152
824, 711
828, 592
816, 744
732, 1468
764, 1176
760, 1200
776, 1080
748, 1406
708, 2057
704, 2082
740, 1466
720, 1879
752, 1365
756, 1302
932, 266
776, 1261
912, 308
780, 1201
732, 1594
928, 287
876, 347
980, 260
720, 2089
760, 1554
788, 1065
816, 513
812, 744
872, 468
768, 1378
784, 1104
700, 2097
804, 965
728, 1988
724, 2085
772, 1338
756, 1587
864, 481
904, 318
808, 770
800, 981
796, 988
804, 1603
828, 687
856, 416
852, 496
808, 945
900, 395
876, 408
832, 662
860, 411
836, 611
844, 567
840, 576
712, 2477
776, 1212
748, 1362
884, 402
740, 1650
792, 1091
888, 330
868, 446
824, 783
808, 848
732, 1700
784, 1200
744, 1500
848, 537
856, 472
764, 1290
876, 436
844, 615
788, 1142
828, 700
840, 621
852, 520
820, 841
796, 933
908, 254
724, 2137
