1280, 7240
1556, 2545
1480, 2974
1524, 2784
1528, 2695
1512, 2799
1432, 3316
1344, 4078
1476, 3045
1400, 3626
1340, 4309
1372, 3759
1488, 2861
1440, 3248
1452, 3205
1460, 3131
1304, 5262
1316, 4806
1328, 4526
1408, 3549
1336, 4452
1320, 4731
1420, 3540
1300, 5315
1308, 5076
1428, 3518
1292, 5480
1392, 6357
1420, 5945
1380, 6801
1496, 4680
1436, 5787
1576, 4015
1536, 4249
1416, 6188
1580, 4004
1544, 4176
1592, 3948
1468, 4837
1604, 3897
1504, 4380
1612, 3855
1336, 10034
1456, 5295
1616, 3505
1568, 4031
1352, 6918
1444, 5656
1456, 3886
1424, 5888
1388, 6571
1496, 4381
1368, 7260
1500, 4314
1452, 5546
1480, 4799
1464, 5461
1468, 5085
1448, 5692
1552, 3869
1608, 3735
1352, 7439
1404, 5898
1332, 9991
1528, 4286
1604, 3829
1488, 4724
1532, 4143
1444, 5842
1612, 3524
1376, 7122
