1836, 1448
3145, 225
1632, 940
1476, 1812
1764, 430
1496, 1766
1456, 2202
1448, 2204
1460, 2021
1540, 1375
1504, 1742
1684, 644
1644, 878
1672, 759
1692, 638
1648, 812
1680, 722
1560, 1190
1660, 780
1556, 1264
1536, 1453
1512, 1722
1520, 1699
1636, 938
1552, 1367
1524, 1519
1620, 941
1752, 450
1808, 252
1828, 225
1716, 562
1788, 342
1640, 918
1780, 423
1500, 1756
1588, 1034
1580, 1060
1664, 775
1576, 1126
1604, 998
1596, 1031
1608, 952
1676, 752
1764, 430
1472, 1826
1696, 630
1824, 251
1720, 496
1708, 591
