1772, 1905
1912, 78
1780, 1895
1748, 3295
1756, 3122
1732, 3384
1900, 166
1836, 383
1852, 170
1844, 324
1800, 1436
1804, 1397
1796, 1469
1788, 1726
1828, 1006
1808, 1378
1832, 756
1812, 1363
1784, 1819
1816, 1106
1792, 1654
1820, 1048
1764, 2649
1752, 3019
1880, 734
1848, 1410
1888, 722
1896, 606
1892, 707
1792, 2770
1868, 812
1796, 2765
1820, 2385
1784, 2822
1840, 1484
1856, 1406
1908, 562
1916, 558
1864, 1142
1920, 401
1804, 2466
1832, 1948
1856, 537
1852, 629
1836, 1942
1780, 2335
1840, 1621
1892, 661
1888, 683
1908, 368
1872, 766
1776, 3460
1844, 1483
1816, 2003
2000, 343
1848, 1059
1772, 3719
1904, 495
