1840, 500
1888, 488
1436, 2091
1768, 571
1744, 632
1428, 2448
1404, 2600
1416, 2552
1620, 1066
1400, 2655
1636, 991
1432, 2273
1420, 2483
1708, 754
1812, 538
1752, 614
1624, 1049
1732, 683
1792, 556
1608, 1087
1628, 1043
1688, 841
1804, 540
1572, 1212
1584, 1190
1536, 1382
1564, 1274
1616, 1073
1644, 966
1632, 1037
1720, 732
1540, 1322
1696, 768
1492, 1672
1448, 1928
1472, 1823
1476, 1674
1548, 1294
1508, 1544
1556, 1285
1656, 944
1588, 1120
1516, 1419
1532, 1400
1576, 1205
1668, 901
1504, 1600
1680, 864
1660, 915
