1460, 2879
1476, 2747
1464, 2772
1480, 2640
1336, 3900
1428, 3002
1408, 3004
1332, 3969
1380, 3361
1384, 3285
1328, 4169
1528, 2438
1392, 3174
1396, 3098
1304, 5223
1356, 3829
1324, 4703
1312, 4930
1344, 3851
1364, 3799
1368, 3794
1372, 3587
1340, 11760
1408, 6250
1524, 4474
1384, 7088
1356, 7310
1620, 3445
1456, 5165
1600, 3758
1528, 4429
1572, 3916
1380, 7109
1352, 8476
1392, 6919
1492, 4681
1432, 5575
1416, 5874
1344, 9720
1552, 4345
1508, 4584
1396, 6543
1440, 5426
1560, 4136
1568, 3990
1392, 8399
1444, 5190
1460, 4715
1416, 5733
1408, 5891
1448, 4751
1452, 4729
1420, 5643
1444, 5489
1400, 6615
1660, 3572
1424, 5539
1512, 4790
1344, 9203
1340, 10184
1600, 3695
1496, 4988
1536, 3811
1456, 5210
1480, 4993
1504, 4813
1516, 4169
1524, 4122
1412, 5902
1320, 10650
1460, 4994
1356, 6850
