3496, 2873
3520, 2712
3544, 1947
3488, 3141
3536, 1949
3552, 1638
3484, 3164
3588, 1401
3660, 716
3668, 668
3576, 1535
3628, 849
3632, 846
3636, 842
3732, 208
3620, 858
3788, 43
3652, 793
3704, 310
3676, 379
3700, 327
3648, 809
3720, 252
3696, 341
3728, 226
3604, 920
3808, 17
3716, 269
3688, 376
3656, 766
3712, 298
3692, 358
3740, 150
3744, 93
3736, 543
3764, 405
3648, 1607
3824, 340
3512, 2917
3664, 1312
3844, 180
3724, 610
3604, 1756
3812, 351
3576, 2428
3536, 2859
3676, 1254
3596, 1987
3652, 1435
3696, 961
3804, 386
3688, 1334
3740, 387
3720, 432
3696, 1315
3712, 601
3628, 1354
3700, 1009
3620, 1901
3632, 1590
3612, 2024
3648, 1425
3848, 209
3552, 3154
3596, 2031
3736, 715
3712, 929
3676, 1187
3740, 658
3540, 3695
3564, 2072
3768, 402
3668, 1405
3732, 801
3556, 2196
3744, 460
3780, 220
