1888, 283
1864, 503
1868, 443
1816, 833
1880, 397
1744, 1575
1860, 592
1748, 1491
1772, 1060
1848, 675
1836, 781
1852, 620
1760, 1386
1764, 1146
1828, 823
1812, 913
1832, 799
1844, 753
1800, 952
1760, 3504
1764, 3448
1880, 849
1896, 691
1928, 405
1828, 1581
1840, 1107
1876, 981
1908, 534
1816, 2071
1888, 818
1912, 482
1792, 3440
1808, 2262
1884, 826
1848, 370
1844, 524
1836, 609
1796, 2408
1944, 457
1912, 524
1856, 1507
1832, 1883
1840, 1570
1852, 1558
1928, 474
1776, 2852
1836, 1705
1900, 616
1868, 658
1860, 1107
1948, 389
