3516, 465
3520, 423
3496, 628
3464, 731
3360, 981
3372, 891
3312, 1244
3264, 1560
3408, 786
3300, 1449
3276, 1553
3484, 657
3336, 1014
3452, 747
3588, 718
3472, 1838
3476, 1787
3512, 1355
3544, 915
3460, 2072
3304, 5202
3360, 3385
3528, 1307
3272, 6131
3276, 6055
3376, 2580
3432, 2290
3492, 1384
3484, 1499
3444, 2144
3308, 3802
3356, 3717
3456, 2141
3508, 1380
3396, 2339
3368, 6188
3420, 1111
3440, 864
3424, 966
3376, 1342
3388, 1291
3428, 869
3396, 1281
3432, 1969
3520, 1192
3340, 3545
3496, 1357
3268, 4160
3384, 3073
3240, 6434
3568, 866
3524, 1120
3428, 2259
3480, 1666
3476, 1773
3484, 1485
3356, 3210
3260, 5040
3536, 984
3456, 1798
3436, 1827
3248, 5526
3396, 2553
3316, 4061
