1800, 111
1824, 62
1808, 65
1792, 156
1828, 56
1840, 53
1656, 1101
1620, 1544
1668, 754
1708, 479
1744, 272
1648, 1164
1736, 277
1712, 378
1764, 202
1660, 1031
1748, 209
1644, 1445
1680, 538
1684, 522
1680, 1257
1668, 1548
1652, 2438
1748, 416
1836, 18
1760, 203
1616, 2594
1752, 383
1656, 2006
1728, 623
1740, 423
1784, 41
1704, 787
1688, 925
1832, 27
1716, 661
1840, 15
1732, 517
1736, 114
1700, 741
1652, 1542
1684, 1021
1768, 172
1772, 86
1664, 1304
1744, 345
1704, 591
1776, 0
1708, 491
1656, 1492
1676, 1239
1624, 1633
1760, 244
1736, 450
1692, 1017
1756, 263
