1892, 1372
3238, 218
1440, 2338
1868, 288
1660, 782
1828, 329
1424, 2461
1840, 309
1824, 330
1524, 1453
1864, 290
1428, 2393
1512, 1472
1516, 1467
1520, 1464
1612, 1135
1500, 1512
1600, 1185
1508, 1481
1468, 1632
1592, 1202
1544, 1377
1452, 1930
1576, 1291
1584, 1216
1444, 2004
1636, 903
1564, 1361
1568, 1305
1604, 1137
1620, 1067
1552, 1366
1808, 386
1384, 3067
1820, 348
1372, 3238
1688, 760
1764, 479
1776, 432
1728, 491
1720, 492
1780, 397
1624, 1059
1708, 604
1704, 641
1716, 564
1892, 218
1632, 1035
