1436, 1851
1628, 504
1656, 469
1428, 1919
1588, 599
1404, 2457
1468, 1141
1548, 754
1416, 1946
1560, 724
1576, 639
1440, 1466
1432, 1863
1632, 479
1460, 1400
1424, 1933
1528, 797
1504, 972
1488, 1026
1648, 449
1548, 1174
1496, 1462
1600, 825
1544, 1216
1604, 683
1552, 1145
1484, 1737
1596, 884
1580, 973
1560, 984
1592, 902
1464, 1985
1628, 658
1472, 1817
1532, 1218
1448, 2196
1584, 943
1480, 1748
1516, 1365
1564, 950
1568, 939
1524, 1255
1568, 965
1580, 956
1592, 700
1448, 2380
1584, 901
1532, 1062
1484, 1605
1680, 452
1628, 677
1632, 500
1452, 1856
1464, 1709
1496, 1329
1548, 1023
